City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Hovd,MN,2022-09-27 23:38:27,48.0056,91.6419,46.38,46,53,9.95
292,Vikhorevka,RU,2022-09-27 23:38:27,56.1201,101.1636,31.59,98,100,3.71
293,Yulara,AU,2022-09-27 23:38:28,-25.2406,130.9889,66.88,30,0,18.99
294,Algiers,DZ,2022-09-27 23:38:29,36.7525,3.042,64.22,72,20,0.0
295,Dulmen,DE,2022-09-27 23:38:29,51.8333,7.3,48.16,86,100,5.46
296,Berlevag,NO,2022-09-27 23:38:30,70.8578,29.0864,48.15,76,100,11.5
297,Nago,JP,2022-09-27 23:38:30,26.5881,127.9761,81.45,79,11,5.53
298,Mount Isa,AU,2022-09-27 23:38:31,-20.7333,139.5,64.17,100,100,6.91
299,Autazes,BR,2022-09-27 23:38:31,-3.5797,-59.1306,86.11,45,88,1.32
300,Beringovskiy,RU,2022-09-27 23:38:32,63.05,179.3167,34.29,76,81,11.92
301,Saskylakh,RU,2022-09-27 23:35:09,71.9167,114.0833,23.09,97,80,5.73
302,Sao Felix Do Xingu,BR,2022-09-27 23:34:06,-6.6447,-51.995,78.06,61,52,1.05
303,Turbat,PK,2022-09-27 23:38:33,26.0023,63.044,77.18,77,5,3.56
304,Smithers,CA,2022-09-27 23:38:33,54.7804,-127.1743,68.32,56,75,6.91
305,Villazon,BO,2022-09-27 23:38:34,-22.0866,-65.5942,49.03,4,0,16.33
306,Henties Bay,NA,2022-09-27 23:38:34,-22.116,14.2845,54.25,87,23,3.89
307,Vieques,PR,2022-09-27 23:38:35,18.425,-65.8329,82.49,83,40,9.22
308,Bayji,IQ,2022-09-27 23:38:35,34.9311,43.487,76.75,16,0,9.17
309,Ornskoldsvik,SE,2022-09-27 23:38:36,63.2909,18.7153,47.35,100,100,5.75
310,Mtsensk,RU,2022-09-27 23:38:37,53.2766,36.5733,50.09,99,100,1.01
311,West Bay,KY,2022-09-27 23:38:37,19.3667,-81.4167,85.06,81,20,9.22
312,Popondetta,PG,2022-09-27 23:38:38,-8.7537,148.2534,90.3,48,59,4.63
313,Hamilton,US,2022-09-27 23:38:38,39.1834,-84.5333,60.04,49,47,1.01
314,Awbari,LY,2022-09-27 23:38:39,26.5921,12.7805,86.25,21,2,8.05
315,Umm Kaddadah,SD,2022-09-27 23:38:39,13.6017,26.6876,86.97,40,0,6.02
316,Westport,US,2022-09-27 23:39:40,41.1415,-73.3579,66.18,70,0,5.75
317,Wanning,CN,2022-09-27 23:39:40,18.8003,110.3967,80.47,88,98,16.02
318,Agadir,MA,2022-09-27 23:39:41,30.4202,-9.5982,66.65,73,7,3.74
319,Chumikan,RU,2022-09-27 23:39:41,54.7183,135.315,38.05,98,100,7.45
320,Caraballeda,VE,2022-09-27 23:39:42,10.6112,-66.8522,84.27,88,40,1.14
321,Ozernovskiy,RU,2022-09-27 23:39:42,51.5,156.5167,49.73,75,80,20.2
322,Vitim,RU,2022-09-27 23:39:43,59.4511,112.5578,29.62,95,91,1.14
323,Mecca,SA,2022-09-27 23:38:45,21.4267,39.8261,85.19,36,4,3.09
324,Skoghall,SE,2022-09-27 23:39:43,59.3232,13.4655,50.56,87,100,6.91
325,Dikson,RU,2022-09-27 23:39:44,73.5069,80.5464,31.87,70,100,6.33
326,Port Hedland,AU,2022-09-27 23:39:45,-20.3167,118.5667,68.05,37,28,0.0
327,Prince Rupert,CA,2022-09-27 23:36:14,54.3161,-130.3201,62.69,89,100,6.91
328,Harper,LR,2022-09-27 23:39:45,4.375,-7.7169,75.29,91,65,7.72
329,Bose,IT,2022-09-27 23:39:46,45.4612,8.0137,54.75,56,7,7.34
330,Broome,US,2022-09-27 23:39:47,42.2506,-75.833,55.6,84,100,4.61
331,Lerwick,GB,2022-09-27 23:39:47,60.1545,-1.1494,50.0,91,51,13.6
332,Pangnirtung,CA,2022-09-27 23:39:48,66.1451,-65.7125,33.93,80,61,3.65
333,Puerto Escondido,MX,2022-09-27 23:39:48,15.85,-97.0667,83.23,57,75,5.75
334,Necochea,AR,2022-09-27 23:39:49,-38.5473,-58.7368,43.03,75,0,3.74
335,Daru,PG,2022-09-27 23:39:49,-9.0763,143.2092,83.68,76,83,10.69
336,Poli,TZ,2022-09-27 23:39:50,-3.3333,36.8,55.67,88,53,5.66
337,Lasa,IT,2022-09-27 23:39:50,46.6166,10.7002,49.08,73,34,2.95
338,Roma,US,2022-09-27 23:39:42,43.2128,-75.4557,54.95,96,100,4.61
339,Teya,RU,2022-09-27 23:39:51,60.3778,92.6267,29.93,90,100,3.13
340,North Platte,US,2022-09-27 23:39:52,41.1239,-100.7654,75.11,31,18,11.01
341,Totskoye,RU,2022-09-27 23:39:52,52.5248,52.7623,48.2,80,100,5.26
342,Cabo San Lucas,MX,2022-09-27 23:39:53,22.8909,-109.9124,90.05,62,0,9.22
343,Finschhafen,PG,2022-09-27 23:39:53,-6.6024,147.8681,84.04,68,100,6.49
344,Senador Guiomard,BR,2022-09-27 23:39:54,-10.1522,-67.7392,91.15,34,68,3.78
345,Yarmouth,US,2022-09-27 23:39:55,41.7057,-70.2286,66.25,72,0,10.36
346,Monte Patria,CL,2022-09-27 23:39:56,-30.6919,-70.9467,62.58,55,84,3.65
347,Pinyug,RU,2022-09-27 23:39:56,60.251,47.7842,33.24,77,99,6.69
348,Evans,US,2022-09-27 23:35:47,33.5337,-82.1307,77.04,43,61,4.76
349,Ordu,TR,2022-09-27 23:39:57,40.9086,37.6845,50.5,40,61,5.5
350,Sur,OM,2022-09-27 23:39:57,22.5667,59.5289,80.1,75,6,10.85
351,Fenoarivo,MG,2022-09-27 23:39:58,-18.933,47.4354,50.07,100,20,4.61
352,Acapulco,MX,2022-09-27 23:39:59,16.8634,-99.8901,84.02,74,75,10.36
353,Hay River,CA,2022-09-27 23:39:59,60.8156,-115.7999,80.58,28,40,13.8
354,Margate,GB,2022-09-27 23:40:00,51.3813,1.3862,50.7,81,48,5.99
355,Nador,MA,2022-09-27 23:40:01,35.174,-2.9287,73.65,43,0,12.66
356,Mahajanga,MG,2022-09-27 23:40:01,-15.7167,46.3167,69.82,56,20,4.61
357,Bathsheba,BB,2022-09-27 23:40:01,13.2167,-59.5167,81.21,95,40,11.5
358,Tilichiki,RU,2022-09-27 23:40:02,60.4667,166.1,38.95,66,100,2.33
359,Bermeo,ES,2022-09-27 23:40:03,43.4209,-2.7215,65.48,86,100,22.44
360,Cabedelo,BR,2022-09-27 23:40:03,-6.9811,-34.8339,75.87,71,4,12.46
361,Barcelos,PT,2022-09-27 23:40:04,41.5388,-8.6151,61.92,87,3,6.33
362,Ustka,PL,2022-09-27 23:40:05,54.5805,16.8619,49.64,90,100,11.7
363,Oranjemund,NA,2022-09-27 23:40:05,-28.55,16.4333,54.16,85,11,7.02
364,Verkhoyansk,RU,2022-09-27 23:40:06,67.5447,133.385,29.32,90,100,3.67
365,Chicama,PE,2022-09-27 23:40:06,-7.8447,-79.1469,59.54,78,37,7.56
366,Souillac,MU,2022-09-27 23:41:07,-20.5167,57.5167,70.18,64,40,11.5
367,Chimbarongo,CL,2022-09-27 23:41:07,-34.7,-71.05,59.88,81,0,2.73
368,Hambantota,LK,2022-09-27 23:41:08,6.1241,81.1185,78.13,85,84,17.0
369,Yuty,PY,2022-09-27 23:41:08,-26.6,-56.25,65.37,90,90,4.59
370,Denpasar,ID,2022-09-27 23:38:54,-8.65,115.2167,78.46,88,40,3.44
371,Namatanai,PG,2022-09-27 23:41:09,-3.6667,152.4333,84.74,64,88,10.74
372,Kalmunai,LK,2022-09-27 23:41:10,7.4167,81.8167,78.12,82,82,5.64
373,San Francisco,US,2022-09-27 23:39:57,37.7749,-122.4194,79.05,74,75,21.0
374,Requena,ES,2022-09-27 23:41:10,39.4883,-1.1004,60.78,50,21,5.75
375,Leh,IN,2022-09-27 23:41:11,34.1667,77.5833,49.89,52,3,4.18
376,Opuwo,NA,2022-09-27 23:41:12,-18.0607,13.84,67.78,22,31,6.58
377,Bograd,RU,2022-09-27 23:41:12,54.2344,90.8328,37.65,86,91,5.37
378,Dosso,NE,2022-09-27 23:41:12,13.049,3.1937,81.52,68,68,7.76
379,Celestun,MX,2022-09-27 23:41:13,20.8667,-90.4,80.78,82,5,13.56
380,Tigzirt,DZ,2022-09-27 23:41:14,36.8886,4.1198,69.28,69,1,9.37
381,Paamiut,GL,2022-09-27 23:41:14,61.994,-49.6678,42.53,95,100,13.4
382,Olenino,RU,2022-09-27 23:41:15,56.2092,33.4889,41.34,86,46,6.51
383,Balabac,PH,2022-09-27 23:41:15,7.9868,117.0645,82.49,75,100,7.43
384,Osa,RU,2022-09-27 23:41:16,57.2829,55.4567,26.91,85,100,4.59
385,Ust-Shonosha,RU,2022-09-27 23:41:16,61.1531,41.343,42.04,94,100,7.81
386,Valleyview,CA,2022-09-27 23:41:17,55.0667,-117.2859,78.84,24,10,6.91
387,Carmen,MX,2022-09-27 23:41:17,18.6333,-91.8333,81.3,77,15,10.38
388,Klaksvik,FO,2022-09-27 23:41:18,62.2266,-6.589,45.52,89,83,20.58
389,Batemans Bay,AU,2022-09-27 23:41:18,-35.7167,150.1833,57.47,94,100,4.21
390,Nivala,FI,2022-09-27 23:41:19,63.9167,24.9667,44.69,87,100,3.2
391,Tiznit,MA,2022-09-27 23:41:19,29.5833,-9.5,66.13,64,62,2.93
392,Pinega,RU,2022-09-27 23:41:20,64.7001,43.3936,32.76,85,99,4.97
393,Baft,IR,2022-09-27 23:41:20,29.234,56.6057,61.05,54,0,4.65
394,Thiers,FR,2022-09-27 23:41:21,45.8333,3.5,61.12,94,99,7.54
395,Mindelo,CV,2022-09-27 23:41:22,16.8901,-24.9804,78.35,73,20,6.91
396,Sao Filipe,CV,2022-09-27 23:39:55,14.8961,-24.4956,78.35,72,34,6.04
397,Camocim,BR,2022-09-27 23:41:23,-2.9022,-40.8411,77.9,79,5,12.24
398,Kruisfontein,ZA,2022-09-27 23:41:24,-34.0033,24.7314,61.88,97,100,1.81
399,Villanueva,HN,2022-09-27 23:41:24,15.3167,-88.0,86.04,66,75,10.36
400,Navashino,RU,2022-09-27 23:41:25,55.5292,42.2003,46.29,95,100,12.71
401,Kozhevnikovo,RU,2022-09-27 23:41:25,56.2589,83.9714,31.24,97,94,4.74
402,Koutsouras,GR,2022-09-27 23:41:26,35.0339,25.9469,75.11,82,100,13.38
403,Marystown,CA,2022-09-27 23:41:27,47.1666,-55.1483,62.26,91,100,14.05
404,Baruun-Urt,MN,2022-09-27 23:41:27,46.6806,113.2792,48.79,50,24,10.92
405,Rorvik,NO,2022-09-27 23:41:28,64.8621,11.2373,53.71,71,20,13.8
406,Jalu,LY,2022-09-27 23:41:29,29.0331,21.5482,83.98,30,0,9.31
407,Alekseyevskaya,RU,2022-09-27 23:41:29,50.2896,42.1845,61.81,76,100,6.69
408,Kashi,CN,2022-09-27 23:41:30,39.4547,75.9797,69.01,22,0,13.42
409,Rawson,AR,2022-09-27 23:41:30,-43.3002,-65.1023,57.15,45,0,3.09
410,Maarianhamina,AX,2022-09-27 23:41:31,60.0973,19.9348,53.46,87,0,6.91
411,Husum,DE,2022-09-27 23:41:31,54.4858,9.0524,46.29,89,99,3.47
412,Bandarban,BD,2022-09-27 23:42:32,22.1965,92.2262,74.66,99,94,1.77
413,Salym,RU,2022-09-27 23:42:32,60.0625,71.4789,26.71,93,91,5.95
414,Anadyr,RU,2022-09-27 23:42:33,64.75,177.4833,36.1,74,0,8.95
415,Victoria Point,AU,2022-09-27 23:42:34,-27.5833,153.3,73.49,75,100,5.01
416,Baoqing,CN,2022-09-27 23:42:34,46.3317,132.2111,65.41,64,3,9.06
417,Anaco,VE,2022-09-27 23:42:35,9.4389,-64.4728,73.65,93,100,9.98
418,Beni,CD,2022-09-27 23:42:35,0.5,29.4667,63.3,99,100,0.87
419,Mitu,CO,2022-09-27 23:42:36,1.1983,-70.1733,74.23,89,89,1.63
420,Eureka,US,2022-09-27 23:37:37,40.8021,-124.1637,74.68,73,66,3.96
421,Beipiao,CN,2022-09-27 23:42:37,41.7919,120.7792,64.78,47,6,5.23
422,Valdemarpils,LV,2022-09-27 23:42:38,57.3707,22.5919,49.91,76,71,9.51
423,Bartica,GY,2022-09-27 23:42:38,6.4,-58.6167,79.12,91,99,2.71
424,Noyabrsk,RU,2022-09-27 23:42:39,63.1994,75.4507,26.76,69,93,10.47
425,Pallisa,UG,2022-09-27 23:42:39,1.145,33.7094,66.54,81,89,2.62
426,Saldanha,ZA,2022-09-27 23:42:40,-33.0117,17.9442,46.45,88,19,7.81
427,Cutervo,PE,2022-09-27 23:42:41,-6.379,-78.8157,53.89,74,61,3.33
428,Pemangkat,ID,2022-09-27 23:42:41,1.1667,108.9667,79.39,83,99,5.61
429,Goderich,CA,2022-09-27 23:42:42,43.7501,-81.7165,55.9,76,100,12.66
430,General Pico,AR,2022-09-27 23:41:12,-35.6566,-63.7568,60.71,33,61,9.66
431,Maceio,BR,2022-09-27 23:41:59,-9.6658,-35.7353,72.84,88,0,4.61
432,Paraiba Do Sul,BR,2022-09-27 23:42:43,-22.1619,-43.2928,73.92,93,99,2.68
433,Tekari,IN,2022-09-27 23:42:44,24.9333,84.8333,77.22,70,85,2.26
434,Ugoofaaru,MV,2022-09-27 23:42:44,5.6667,73.0,82.09,70,57,16.6
435,Tutoia,BR,2022-09-27 23:42:45,-2.7619,-42.2744,79.05,83,17,9.66
436,Kandrian,PG,2022-09-27 23:42:46,-6.2167,149.55,83.34,71,100,3.2
437,Zhanaozen,KZ,2022-09-27 23:42:46,43.3,52.8,64.47,30,82,15.99
438,College,US,2022-09-27 23:39:01,64.8569,-147.8028,41.58,90,100,4.61
439,Qui Nhon,VN,2022-09-27 23:42:47,13.7667,109.2333,80.06,74,100,17.92
440,Hole Narsipur,IN,2022-09-27 23:42:48,12.7828,76.2431,66.94,92,44,5.39
441,Canandaigua,US,2022-09-27 23:42:49,42.8742,-77.288,57.38,84,98,4.0
442,Mayo,US,2022-09-27 23:42:49,38.8876,-76.5119,67.08,60,0,3.44
443,Syracuse,IT,2022-09-27 23:38:00,37.0881,15.2792,65.32,60,0,10.76
444,Coos Bay,US,2022-09-27 23:38:20,43.3665,-124.2179,70.32,86,100,11.5
445,Naze,JP,2022-09-27 23:41:11,28.3667,129.4833,77.92,76,3,5.5
446,Kristiansund,NO,2022-09-27 23:42:50,63.1115,7.732,57.85,47,40,10.36
447,Jati,PK,2022-09-27 23:42:51,24.3539,68.2671,77.4,76,53,8.55
448,Nuuk,GL,2022-09-27 23:38:16,64.1835,-51.7216,41.61,100,75,15.01
449,Cao Bang,VN,2022-09-27 23:42:52,22.6667,106.25,76.64,78,100,4.27
450,Paracuru,BR,2022-09-27 23:42:52,-3.41,-39.0306,80.11,78,0,14.74
451,Alugan,PH,2022-09-27 23:42:53,12.2188,125.4808,82.06,76,100,1.25
452,Hauterive,FR,2022-09-27 23:42:53,46.0901,3.4459,59.76,93,100,10.74
453,Pervomayskiy,RU,2022-09-27 23:42:54,53.2485,40.2871,51.91,98,100,8.61
454,San Policarpo,PH,2022-09-27 23:42:54,12.1791,125.5072,82.06,76,100,1.5
455,Correntina,BR,2022-09-27 23:42:55,-13.3433,-44.6367,78.84,33,0,2.06
456,Husavik,IS,2022-09-27 23:42:56,66.0449,-17.3389,37.9,73,52,4.5
457,Tolaga Bay,NZ,2022-09-27 23:42:56,-38.3667,178.3,61.54,59,71,12.8
458,Winnemucca,US,2022-09-27 23:39:11,40.973,-117.7357,89.65,13,0,10.36
459,Kungurtug,RU,2022-09-27 23:43:58,50.5994,97.5228,39.99,94,100,4.97
460,Oia,PT,2022-09-27 23:43:59,40.5426,-8.5386,64.13,95,3,3.44
461,Arbuzynka,UA,2022-09-27 23:44:00,47.9097,31.3196,56.48,92,76,3.4
462,Terenos,BR,2022-09-27 23:44:00,-20.4422,-54.8603,78.51,73,75,5.75
463,Guano,EC,2022-09-27 23:44:01,-1.5833,-78.6333,47.8,90,79,5.23
464,Petropavlovsk-Kamchatskiy,RU,2022-09-27 23:44:01,53.0452,158.6483,52.39,50,40,13.42
465,Mehamn,NO,2022-09-27 23:44:02,71.0357,27.8492,48.11,87,100,5.75
466,Ust-Nera,RU,2022-09-27 23:44:02,64.5667,143.2,28.2,96,99,5.86
467,Kindu,CD,2022-09-27 23:44:03,-2.95,25.95,67.19,98,100,1.28
468,Novyy Oskol,RU,2022-09-27 23:44:03,50.7631,37.8691,55.02,94,100,9.95
469,Vao,NC,2022-09-27 23:42:23,-22.6667,167.4833,74.28,77,22,12.86
470,Boundiali,CI,2022-09-27 23:44:04,9.5217,-6.4869,71.24,90,88,0.74
471,Biltine,TD,2022-09-27 23:44:04,14.5333,20.9167,78.22,60,96,12.64
472,Towada,JP,2022-09-27 23:44:05,40.6127,141.2067,64.2,79,100,3.65
473,Mareeba,AU,2022-09-27 23:44:05,-17.0,145.4333,80.47,72,12,7.05
474,Ewa Beach,US,2022-09-27 23:44:06,21.3156,-158.0072,89.55,50,40,14.97
475,Mariana,BR,2022-09-27 23:44:07,-20.3778,-43.4161,68.58,89,99,0.78
476,Hastings,GB,2022-09-27 23:44:07,50.8552,0.5729,49.78,90,66,13.13
477,Leningradskiy,RU,2022-09-27 23:44:08,69.3833,178.4167,28.74,85,100,3.27
478,Micheweni,TZ,2022-09-27 23:44:08,-4.9667,39.8333,73.54,81,7,11.07
479,Xichang,CN,2022-09-27 23:44:09,27.8964,102.2634,58.68,95,100,2.75
480,Acarau,BR,2022-09-27 23:44:10,-2.8856,-40.12,78.44,81,0,17.58
481,Santa Maria Del Oro,MX,2022-09-27 23:44:10,25.9333,-105.3667,69.75,54,89,11.45
482,Hobyo,SO,2022-09-27 23:44:11,5.3505,48.5268,77.27,87,15,19.8
483,Uyuni,BO,2022-09-27 23:44:12,-20.4597,-66.825,40.77,14,0,13.91
484,Lagos,NG,2022-09-27 23:44:12,6.5833,3.75,77.32,95,100,3.87
485,Marquette,US,2022-09-27 23:44:13,46.5333,-87.6335,44.33,83,100,12.33
486,Panggulayan,PH,2022-09-27 23:44:13,13.0398,121.4479,79.95,80,100,1.79
487,Koindu,GN,2022-09-27 23:44:14,8.4386,-10.3253,69.15,98,49,1.77
488,Careiro Da Varzea,BR,2022-09-27 23:44:14,-3.2003,-59.8119,88.43,54,81,3.6
489,Praia Da Vitoria,PT,2022-09-27 23:44:15,38.7333,-27.0667,70.05,83,40,13.67
490,Ust-Ishim,RU,2022-09-27 23:44:16,57.6935,71.1665,27.57,94,100,5.77
491,Rae Bareli,IN,2022-09-27 23:44:16,26.2167,81.2333,76.41,78,0,3.91
492,Aasiaat,GL,2022-09-27 23:44:17,68.7098,-52.8699,37.8,97,100,2.66
493,Caravelas,BR,2022-09-27 23:44:17,-17.7125,-39.2481,73.92,86,0,8.95
494,Poum,NC,2022-09-27 23:42:26,-20.2333,164.0167,77.65,77,18,13.51
495,Inta,RU,2022-09-27 23:44:18,66.0317,60.1659,26.19,85,18,5.35
496,Zaraza,VE,2022-09-27 23:44:19,9.3503,-65.3245,75.49,95,98,5.19
497,Hofn,IS,2022-09-27 23:44:19,64.2539,-15.2082,44.71,70,30,4.41
498,Buala,SB,2022-09-27 23:44:20,-8.145,159.5921,84.42,62,98,9.95
499,Blythe,US,2022-09-27 23:44:21,33.6103,-114.5964,106.25,17,75,6.91
500,Mazamari,PE,2022-09-27 23:44:21,-11.3258,-74.5308,77.77,69,96,1.77
501,Tsevie,TG,2022-09-27 23:44:22,6.4261,1.2133,73.78,94,98,5.3
502,Kholm-Zhirkovskiy,RU,2022-09-27 23:44:23,55.5189,33.4731,39.72,93,50,8.05
503,Kharabali,RU,2022-09-27 23:44:23,47.4196,47.2568,59.83,67,97,11.81
504,Rundu,NA,2022-09-27 23:45:24,-17.9333,19.7667,72.82,23,45,6.73
505,Port-Cartier,CA,2022-09-27 23:45:24,50.0334,-66.8654,49.75,98,98,4.0
506,Nhulunbuy,AU,2022-09-27 23:45:25,-12.2333,136.7667,86.61,74,75,10.36
507,Okhotsk,RU,2022-09-27 23:45:25,59.3833,143.3,38.43,85,100,11.41
508,Freeport,US,2022-09-27 23:45:26,40.6576,-73.5832,67.24,55,0,10.36
509,Savona,IT,2022-09-27 23:45:26,44.3,8.2667,60.55,85,92,2.84
510,Novoagansk,RU,2022-09-27 23:45:27,61.9449,76.6625,24.87,91,42,6.69
511,Quatre Cocos,MU,2022-09-27 23:45:27,-20.2078,57.7625,71.1,63,77,13.29
512,Vostochnyy,RU,2022-09-27 23:45:28,55.8167,37.8667,46.67,90,100,11.18
513,Mehran,IR,2022-09-27 23:45:28,33.1222,46.1646,78.42,16,0,6.46
514,Bolotnoye,RU,2022-09-27 23:45:30,55.6717,84.3981,33.37,99,100,6.29
515,Bubaque,GW,2022-09-27 23:45:30,11.2833,-15.8333,80.35,77,89,5.1
516,Niamey,NE,2022-09-27 23:42:51,13.5137,2.1098,84.49,54,0,5.75
517,Wamba,NG,2022-09-27 23:45:31,8.9333,8.6,71.51,95,100,1.95
518,Qaqortoq,GL,2022-09-27 23:45:32,60.7167,-46.0333,43.68,99,99,3.44
519,Fare,PF,2022-09-27 23:45:32,-16.7,-151.0167,78.82,72,17,13.53
520,Novorudnyy,RU,2022-09-27 23:45:33,51.5026,58.1873,39.22,77,67,7.58
521,Morehead,US,2022-09-27 23:45:34,37.2711,-87.1764,64.99,44,0,0.0
522,Lompoc,US,2022-09-27 23:45:35,34.6391,-120.4579,83.01,72,40,14.97
523,Nacala,MZ,2022-09-27 23:45:35,-14.5428,40.6728,70.29,94,5,1.77
524,Nelson Bay,AU,2022-09-27 23:45:35,-32.7167,152.15,65.08,93,16,3.0
525,Marfino,RU,2022-09-27 23:45:36,55.7028,37.3822,46.65,84,100,11.18
526,Les Cayes,HT,2022-09-27 23:45:36,18.2,-73.75,79.72,82,52,3.65
527,Genhe,CN,2022-09-27 23:45:37,50.7833,121.5167,41.07,44,53,1.99
528,Yarkovo,RU,2022-09-27 23:45:37,57.4028,67.0786,22.84,91,62,5.95
529,Ambilobe,MG,2022-09-27 23:43:36,-13.2,49.05,64.65,74,6,4.27
530,Hasaki,JP,2022-09-27 23:45:38,35.7333,140.8333,73.8,63,73,20.98
531,Port-Gentil,GA,2022-09-27 23:42:30,-0.7193,8.7815,76.96,88,75,6.91
532,Lixourion,GR,2022-09-27 23:45:38,38.2019,20.4314,71.04,86,18,5.61
533,Dandong,CN,2022-09-27 23:45:39,40.1292,124.3947,63.05,74,85,1.32
534,Goundam,ML,2022-09-27 23:45:40,16.4145,-3.6708,92.95,35,25,11.97
535,Boa Vista,BR,2022-09-27 23:45:40,2.8197,-60.6733,85.98,58,20,4.61
536,West Lafayette,US,2022-09-27 23:45:40,40.4259,-86.9081,59.29,45,0,9.22
537,Fuxin,CN,2022-09-27 23:45:41,42.0156,121.6589,67.01,64,1,7.02
538,Sorland,NO,2022-09-27 23:45:42,67.667,12.6934,51.66,79,62,11.07
539,Mwense,ZM,2022-09-27 23:45:42,-10.3845,28.698,76.03,31,85,5.88
540,Morondava,MG,2022-09-27 23:45:43,-20.2833,44.2833,72.61,85,0,8.59
541,Norden,DE,2022-09-27 23:45:43,53.6,7.2,48.94,77,100,8.3
542,Cap-Chat,CA,2022-09-27 23:45:43,49.1001,-66.6821,51.8,93,100,3.44
543,Edson,CA,2022-09-27 23:41:40,53.5835,-116.4356,78.94,25,0,2.3
544,Champerico,GT,2022-09-27 23:45:44,14.3,-91.9167,77.54,83,77,2.35
545,Prado,BR,2022-09-27 23:43:43,-17.3411,-39.2208,74.01,86,2,10.96
546,Catalina Foothills,US,2022-09-27 23:45:45,32.2979,-110.9187,96.66,22,0,8.05
547,Fort Nelson,CA,2022-09-27 23:41:39,58.8053,-122.7002,78.39,24,75,11.5
548,Namibe,AO,2022-09-27 23:45:45,-15.1961,12.1522,61.74,84,62,5.19
549,Uribia,CO,2022-09-27 23:45:46,11.7139,-72.266,84.85,73,87,5.12
550,Bouza,NE,2022-09-27 23:45:46,14.4229,6.0428,83.95,59,85,13.29
551,Nevel,RU,2022-09-27 23:45:47,56.0209,29.9284,38.97,96,7,4.76
552,Korem,ET,2022-09-27 23:45:47,12.5058,39.5228,56.73,68,35,1.19
553,Mapimi,MX,2022-09-27 23:46:48,25.8167,-103.85,75.81,42,73,11.52
554,Taltal,CL,2022-09-27 23:46:48,-25.4,-70.4833,58.28,71,15,4.47
555,Helong,CN,2022-09-27 23:46:49,42.5397,128.9972,68.41,53,0,5.48
556,Phek,IN,2022-09-27 23:46:49,25.6667,94.5,56.41,99,88,1.23
557,Hirtshals,DK,2022-09-27 23:46:50,57.5881,9.9592,53.89,86,100,21.32
558,Padang,ID,2022-09-27 23:46:51,-0.9492,100.3543,76.51,86,83,3.4
559,Amahai,ID,2022-09-27 23:46:51,-3.3333,128.9167,82.67,71,83,1.36
560,Kem,RU,2022-09-27 23:46:52,64.9555,34.5793,44.42,90,100,6.55
561,Marzuq,YE,2022-09-27 23:46:52,14.4,46.4667,75.02,34,19,3.06
562,Wajima,JP,2022-09-27 23:46:53,37.4,136.9,65.08,100,75,4.61
